제목,가사
일기예보,"유리조각 같은
하늘의 별들은 저마다
이름 모를 누군가의
이야기가 되고
우리는 그에 어울리는
낭만적인 사람이 되려 하죠
사소한 순간의 기억도
은은하게 빛나는
행복이 되고 싶어요
그대도 내 맘과 같다면
한여름 꺼지지 않던
바닷가의 모닥불 같은
사람이 되고 싶어요
그대와 밤새 얘길 나눌래요
나 그대의 하늘에
별이 될 거에요 낮이나 밤이나
항상 그 자리에 잠들고파
나 그대의 하늘에
달이 될 거에요 낮이나 밤이나
항상 그 자리에 잠들고 싶어
그대 곁에 영원히
잠 못 드는 날의 기억도
은은하게 빛나는
행복이 되고 싶어요
기분 좋은 밤공기처럼
한여름 소낙비에도
서운해하지 않는
사람이 되고 싶어요
그대와 내 맘이 같다면
나 그대의 하늘에 별이
될 거에요 낮이나 밤이나
항상 그 자리에 잠들고파
나 그대의 하늘에 달이
될 거에요 낮이나 밤이나
항상 그 자리에 잠들고 싶어
그대 곁에 영원히
시간이 지날수록 더 선명해져요
이 밤과 같은 공간의 우리 둘은
나 그대의 하늘에 별이
될 거에요 낮이나 밤이나
항상 그 자리에 잠들고파
나 그대의 하늘에 달이
될 거에요 낮이나 밤이나
항상 그 자리에 잠들고 싶어
그대 곁에 영원히"
카모마일,"유난히 길었던 내 하루 
한숨 섞인 내 맘을 
따듯히 적셔 주는 낮은 목소리 
카모마일 티 한 잔 같아 넌 
천천히 내게 다가와줘 
가볍게 니 볼에 입맞춰
i feel at home when i'm with you 
카모마일 
너만 찾게 돼 자꾸 난 
시간이 지나도 이 자린 
달콤해져만 가 
She's like 카모마일 
She's like 카모마일 
She's like 카모마일 
She's like 카모마일 
하루가 꽤 길었던 것 같애 
왠지 오늘은 
책상 위에 놓아둔 허브나 가습기  
이런 것들로도 위안이 잘 안될 때 
네게 걸려 오는 전화 한 통화는 참  
타이밍이 완벽해 
오늘 끝나고 뭐할까 Right 너도  
생각이 나랑 같아 Right 
컨디션이 안 좋은 날에는 DVD나  
만화책 잔뜩 빌려놓고 빈둥거리기  
뭐 그런 것들이 최고의 휴식 
조용히 깔아놓은 재즈 뮤직 
어느 괜찮은 집에서 맛있는 
저녁식사나 같이 할까 
성난 바다도 차분하게 
만들 수 있을 거야 너의 미소 
Thank god 거기에 있어 데리러  
갈게 가만히 있어 내 옆에 
i feel at home when i'm with you 
카모마일 
너만 찾게 돼 자꾸 난 
시간이 지나도 이 자린 
달콤해져만 가 
She's like 카모마일 
She's like 카모마일 
She's like 카모마일 
She's like 카모마일 
카페인 보다는 따듯한 차 
한잔을 데워 TV 소린 낮게 
틀어 놓은 채로 
너와의 숨소리가 맞닿을 때는  
천국이 따로 없지 
Dance smooth 하게 말야 이마를  
맞대고 천천히 손을 잡아 
오른쪽으로 한걸음 한걸음  
움직여봐 
yeah girl like a movie star 
내 커다란 티가 맘에 들어 오  
인기가 꽤 있으시군요 
우리 냥이 들도 관심 보여 너한테  
모여 쓰다듬어 달라는 듯이 몸을  
부비적 거리는 것 좀 봐 
커튼치고 낮잠 잘까 내일 하루  
정도는 뭐 그냥 쉴까 
될 대로 되라지 뭐 
다 잘 될거 같아 
너랑 같이 있을 때면 
뜨거운 모습보다도
따뜻한 니 손을 원하고 
심장소리와 함께
편히 잠들기를 원해
유난히 길었던 내 하루도
이젠 니품속에 그 안에 꿈속에
너와 함께 걸으면
i feel at home when i'm with you
카모마일
너만 찾게 돼 자꾸 난
시간이 지나도 이 자린
달콤해져만 가
She's like 카모마일
She's like 카모마일
She's like 카모마일
She's like 카모마일
She's like 카모마일
너 땜에 하루가
힐링되는 느낌 너는 알랑가 하하
농담 코드도 잘 맞아 우린
데이트코스 취미 한적한 만화방
뭘하건 간에 편안 할 수 있는 사이
네 덕분에 살아가
네 덕분에 살아가
She's like 카모마일
그녀 덕분에 하루가
치유됐어 편안해져
웃을 수 있게 됐어
She's like 카모마일"
너에게,"한참을 나 걸어왔어
깊은 덤불을 지나
새벽의 종소리가 울리면
곁으로 갈게
더딘 걸음 걸음으로
힘겹게 네게 닿을 때
소리 없이 날 안아줄 거지
난 정말 고마워
세상의 모든 미움이
나를 향해 있을 때
숨 죽여 소리 없이
날 위해 울어주던 너
한없이 여리기만 한
내가 아파할까 봐
등 뒤로 날 숨긴 채
함께 걸어주던 너
이 넓은 세상의 끝
머나먼 긴 여정의 끝
너와 함께 간다면
나는 두려울 게 없는 걸
우리 찬란하게 빛나던 만큼
누구보다 널 아끼고
사랑할 나잖아
태양보다 뜨겁게
저 달보다 따뜻하게
별보다 더 환하게
너의 날들을 비춰 줄게
끝도 없는 푸른 지평선
달리고 달려
우리 약속했던 그곳에서
꼭 만나자
반짝이던 빛을 따라
한없이 걸었던 길
우린 무얼 위해 달렸을까
아무것도 나 손에 쥐지
못한 채로 울며 돌아섰던 날
여전히 그 자리에
내게 웃어주던 너
이 넓은 세상의 끝
머나먼 긴 여정의 끝
너와 함께 간다면
나는 두려울 게 없는 걸
우리 찬란하게 빛나던 만큼
누구보다 널 아끼고
사랑할 나잖아
태양보다 뜨겁게
저 달보다 따뜻하게
별보다 더 환하게
너의 날들을 비춰 줄게
끝도 없는 푸른 지평선
달리고 달려
우리 처음 널 만났던 때로
약속했던 그 곳에서 꼭 만나자
우리 함께 흘린 눈물 그 만큼
누구보다 널 아끼고 사랑할
나일 테니
태양보다 뜨겁게
저 달보다 따뜻하게
별보다 더 환하게
너의 날들을 비춰줄게
끝도 없는 푸른 지평선
달리고 달려
우리 처음 널 만났던 때로
약속했던 그 곳에서 꼭 만나자"
너에게..기대,"우리 왜 이렇게 힘들기만 했는지
왜 그렇게 널 놓지 못했는지
참 바보 같아 참 바보 같아
너를 아직도 비워내지 못해
기억이란 게 내겐 그렇더라
힘들어하던 너의 모습보다
깊은 두 눈 옅은 네 웃음도
내겐 더 선명한 걸
가끔은 길고 긴 내 하루에
네가 있어줬으면
곁에 있어준다면
우리 언젠가 다시 만날 수 있을까
내가 너무 많이 바라는 걸까
너만 있다면 너 어디 있든지
내가 달려갈 텐데
가끔은 길고 긴 내 하루에
네가 있어줬으면
곁에 있어 준다면
아직도 네가 생각날 때면
난 이렇게 아픈데 너는 어떠니
그때는 왜 몰랐을까
날 사랑한다고 믿었던
내 철없던 시절의 기대도
아픈 사랑은 이제 끝내자
우리 기억도 짧은 추억도 이젠
가끔은 길고 긴 내 하루에
네가 있어줬으면
곁에 있어준다면
아직도 네가 생각날 때면
난 이렇게 아픈데
너도 나처럼 힘들까봐
웃어"
오늘,"오랜만이에요 그대 생각
이렇게 붙잡고 있는게
그대 목소리가 생각나는게
오늘따라 괜히 서글퍼지네요
술 한잔 했어요 그대 보고 싶은
맘에 또 울컥했어요
초라해지는 내가 보기싫어
내일부턴 뭐든지 할거에요
같은 방향을 가는 줄 알았죠
같은 미래를 꿈꿀 줄 알았죠
아니었나봐요
같은 시간에 있는 줄 알았죠
같은 공간에 있는 줄 알았죠
아니었나봐요
익숙한 일인데도 괴로워요
잊어야 하는게 두려워요
그댄 괜찮나요
그대 결정에 후회없나요
그대 결정에 자신있나요
난 모르겠어요
내 목소리 그립진 않나요
내가 보고싶은 적 없나요
나만 그런가요 나만 그런가요
나만 그런가요
그대 흔적에 나 치여 살아요
그대 흔적에 나 묻혀 살아요
나는 어떡하죠 나는 어떡하죠
나는 어떡하죠"
Romantico,"흔들리는 많은 사람들
그 속에서 넌 나만을 위한 춤
붉은 칵테일 빛에 담긴
이 밤 난 너와 단둘이
떠나고 싶어
오 아름다운 너의 목소리는
내가 원하는 모든 것을 허락했지
지금 우리는 춤을 추고 있어
비밀스러운 몸짓과 노래로
검게 모두 타버린 것 같은
내 심장이 터질 듯 너를 비추고
붉게 물든 나의 입술
뜻밖의 아찔했던 그 입맞춤
오 아름다운 너의 목소리는
내가 원하는 모든 것을 허락했지
지금 우리는 춤을 추고 있어
비밀스러운 몸짓과 노래로
아무 말 할 수 없어
넌 지금 내 앞에 있는데
이 밤이 다 지나가면
넌 사라질 것 같아
오 아름다운
너의 목소리는
내가 원하는 모든 것을 허락했지
지금 우리는 춤을 추고 있어
비밀스러운 몸짓과 노래로
넌 내 곁에서 춤을 추고 있어
하얀 달빛과 내 마음에 들어왔어
너의 목소리에 녹아 내리는
이순간에 멈추고 싶어
오 아름다운
너의 목소리는
내가 원하는 모든 것을 허락했지
지금 우리는 춤을 추고 있어
비밀스러운 몸짓과 노래로
넌 내 곁에서 춤을 추고 있어
하얀 달빛과 내 마음에 들어왔어
너의 목소리에 녹아 내리는
이순간에 멈추고 싶어"
긴긴밤,"홀로 남겨질 그대에게
나의 마음을 보내요 
괜찮아 돌아올게 빛나던 
너와의 날들을 잊지 못해 
약속해 다시 올게 그때는 
영원을 약속할게 
다시 또 긴긴 밤이 지나면 
우린 돌아갈 수 없겠지 
이렇게 긴긴 하늘 지나면 
서로 다른 꿈을 꾸겠지 
안녕
먼 길을 떠날 나에게
그대 눈물을 띄워요 
괜찮아 돌아올게 빛나던 
너와의 추억을 잊지 못해 
약속해 다시 올게 
그때는 떠나가지 않을게 
다시 또 긴긴 밤이 지나면 
우린 돌아갈 수 없겠지 
이렇게 긴긴 하늘 지나면 
서로 다른 꿈을 꾸겠지 
안녕 끝나지 않은 우리의 이야기 
다시 또 긴긴 밤이 지나면 
우린 돌아갈 수 없겠지 
이렇게 긴긴 하늘 지나면 
서로 다른 꿈을 꾸겠지 
다시 또 긴긴 밤이 지나면
우린 돌아갈 수 없겠지
이렇게 긴긴 하늘 지나면
서로 다른 꿈을 꾸겠지
오 오오 오 오오 오 오오
오 오오 오 오오 오 오오
오 오오 오 오오 오 오오
안녕 끝나지 않은 우리의 이야기"
들었다 놨다,"처음 너를 본순간 정신 차릴수없어
내 마음을 들킬까봐 조심조심해
어떡하면 네 맘을 답답해진 내 맘을
쫄깃해진 심장이 나 어쩌면 좋아
가까워졌다 점점 멀어져가는 이상해
울다가 웃다 나 좀 내버려둬요 언제나
이랬따 저랬다 헷갈려
그녀는
내 맘을 들어다 놨다 들었다 놨다
들었다 놨다 hey
내 맘을 들어다 놨다 들었다 놨다
들었다 놨다 hey
내 맘을 들어다 놨다 들었다 놨다
들었다 놨다 hey
내 맘을 들어다 놨다 들었다 놨다 hey
다시 너를 본순간 차갑게 대해보려
애써 관심 없는 듯이 외면 했지만
너의 눈빛 하나에 너의 손짓 하나에
바짝바짝 말라버려 나의 입술은
멀어져갔다 다시 다가와주는 오늘도
울다가 웃다 점점 짜증이나요 언제나
이랬다 저랬다 헷갈려
그녀는
내 맘을 들어다 놨다 들었다 놨다
들었다 놨다 hey
내 맘을 들어다 놨다 들었다 놨다
들었다 놨다 hey
내 맘을 들어다 놨다 들었다 놨다
들었다 놨다 hey
내 맘을 들어다 놨다 들었다 놨다 hey
들어다 놨다 들었다 놨다
들었다 놨다 hey
내 맘을 들어다 놨다 들었다 놨다
들었다 놨다 hey
오 어떡하면 그녀를 내 맘속에
가둬둘 수 있을까
들어다 놨다 들었다 놨다
들었다 놨다 hey
내 맘을 들어다 놨다 들었다 놨다
들었다 놨다 hey
내 맘을 들어다 놨다 들었다 놨다
들었다 놨다 hey
들었다 놨다 들었다 놨다 hey"
피아니시모,"기억해줘
기억해줘
기억해줘
기억해줘
기억해줘
기억해줘
다만 이렇게 잠든 그대 가슴에
사랑한다 새기고 잠시 세상은 잊을게
다만 이렇게 그대 곁에 있으니
지난날을 노 저어 희망의 돛을 펼치네
믿었다 믿는다 내가 나를 믿었다
세상 모든 게 나를 꺾으려고 했다
잊었다 잊는다 생각처럼 안 된다
거친 바람에 눈물은 식어만 갔다
멈췄다 그대를 만난 순간
커다란 가시가 박혔던 내 심장
아픔이 사라져
다만 이렇게 잠든 그대 가슴에
사랑한다 새기고 잠시 세상은 잊을게
다만 이렇게 그대 곁에 있으니
지난날을 노 저어 희망의 돛을 펼치네
기억해줘
이젠 지친 마음 또 다른 가슴을 부르다
슬픔마저 마르다
이젠 나의 바다로 흐르다
난 기억해
멈췄다 그대를 만난 순간
커다란 가시가 박혔던 내 심장
아픔이 사라져
다만 이렇게 잠든 그대 가슴에
사랑한다 새기고 잠시 세상은 잊을게
다만 이렇게 그대 곁에 있으니
지난날을 노 저어 희망의 돛을 펼치네"
Romance,"빨간 풍선에 가득 담긴
꽃잎에 짙은 향기 품고서
무표정으로 내게 다가와
귓가에 깊이 색을 물들여
그저 웃음 짓네
차가운 기억에 머무는 듯해
나란히 겹쳐지는
따뜻한 기억에도
어두운 곳에 갇혀있는 듯해
두 눈이 멈춰있는 그곳에
walking through the night
곁에 함께
존재했던 그대 뒷모습이
아직도 내게는
달콤했던 순간인지 긴 악몽인지
어지럽게 날 뒤흔드는 가위처럼
혼자서는 잠이 들고 깨기가
예전처럼 쉽지가 않아
은근하게 날 조여오는
매 순간에 갈 곳을
잃은 내 기억 속은
walking through the night
곁에 함께
존재했던 그대
뒷모습이 아직도 내게는
달콤했던 순간인지 긴 악몽인지
어지럽게 날 뒤흔드는 가위처럼
walking through the night
곁에 함께
존재했던 그대
뒷모습이 아직도 내게는
달콤했던 순간인지 긴 악몽인지
어지럽게 날 뒤흔드는 가위처럼"
너 그럴때면...,"울고 싶을 때 너무나 속상할 때 
친구들이 너의 마음을 몰라줄때 
많이 힘들때 주저 앉고 싶을때 
집으로 가는 길이 멀게만 느낄때 
그럴땐 나를 생각해 너 
초라해 진대도 
세상이 다 너를 외면한대도 
나는 널 위해 사는 걸 
정말 널 위해 사는 걸 
내가 처음 고백한 그 날 부터 
언제까지나 
나를 알겠니 넌 혼자가 아니야 
알수 있다면 다시는 슬퍼하지마 
그럴땐 나를 생각해 너 
초라해 진대도 
세상이 다 너를 외면한대도 
나는 널 위해 사는 걸 
정말 널 위해 사는 걸 
내가 처음 고백한 그 날 부터 
언제까지나 
나는 널 위해 사는 걸 
정말 널 위해 사는 걸 
내가 처음 고백한 그 날 부터 
언제까지나"
선인장,"햇볕이 잘 드는 그 어느 곳이든
잘 놓아두고서 한 달에 한 번만
잊지 말아줘
물은 모자란 듯하게만 주고
차가운 모습에 무심해 보이고
가시가 돋아서 어둡게 보여도
걱정하지 마
이내 예쁜 꽃을 피울 테니까
언젠가 마음이 다치는 날 있다거나
이유 없는 눈물이 흐를 때면
나를 기억해
그대에게 작은 위로가 되어줄게
내 머리 위로 눈물을 떨궈
속상했던 마음들까지도
웃는 모습이 비출 때까지
소리 없이 머금고 있을게
그때가
우리 함께 했었던 날
그때가
다시는 올 수 없는 날이 되면
간직했었던
그대의 눈물 안고 봄에 서 있을게
언젠가 마음이 다치는 날 있다거나
이유 없는 눈물이 흐를 때면
나를 기억해
그대에게 작은 위로가 되어 줄게
내 머리 위로 눈물을 떨궈
속상했던 마음들까지도
웃는 모습이 비출 때까지
소리 없이 머금고 있을게
그때가
우리 함께 했었던 날
그때가
다시는 올 수 없는 날이 되면
간직했었던
그대의 눈물 안고 봄에 서 있을게
봄에 서 있을게"
넌 내게 반했어,"One two
One two three yeah
워우 워우 워 워 -
(넌 내게 반했어)화려한 조명속에 빛나고 있는
(넌 내게 반했어)웃지 말고 대답해봐
(넌 내게 반했어)뜨거운 토요일밤의 열기속에
(넌 내게 반했어)솔직하게 말을 해봐
도도한 눈빛으로 제압하려 해도
난 그런 속임수에 속지 않어 예예
워우 워우 워 워
(넌 내게 반했어)애매한 그 눈빛은 
뭘 말하는거니
(넌 내게 반했어)춤을 춰줘
come on come on
내눈과 너의 눈이마주쳤던 순간
튀었던 정열의 불꽃들
oh stand by me stand by me stand by me
원한다면 밤하늘의 별도 따줄텐데
oh stand by me stand by me stand by me
내 볼에다 입맞춰줘 오우예~
oh stand by me stand by me stand by me
원한다면 밤하늘의 별도 따줄텐데
oh stand by me stand by me stand by me
내 볼에다 입맞춰줘 오우 예-
워우 워우 워 워 넌 내게 반했어 -"
목소리,"목소리만 들어도 눈물이 날 것 같아
아직은 내가 다 버텨낼 힘이 없어
미쳐버릴 것 같아
변해가는 널 보는게
멀어져 가는 네 맘을 감당하는게
차갑게 돌아서도 이별의 말을 해도
알잖아 붙잡지도 못 할 나를
서운한 티라도 내면
네 맘이 더 힘들까봐
말 한마디조차 건네는 것도 겁이나
아직은 그 말 하지 말아줘
내게 조금만 시간을 줘
함께 걸어왔던 시간들이
날 헤치지 않게 도와줘
그런 눈빛으로 보지마
널 잡는 손길도 피하지마
우리 약속했던 시간 놓아버리지마
이미 오래된 맘을 말해야 했었는데
눈물에 잠길 널 너무나 잘 알아서
혼자 남겨질 네 맘을
지켜볼 수가 없어서
멀리 돌아온 내 맘을 이해해줘
아직은 그 말 하지 말아줘
하지 않아도
내게 조금만 시간을 줘
알고 있잖아
함께 걸어왔던 시간들이
날 헤치지 않게 도와줘
그런 눈빛으로 보지마 미안한 맘에
널 잡는 손길도 피하지마
우리 약속했던 시간 놓아버리지마
결국 우리의 시간은 끝나겠지만
되돌릴 수 없겠지만
그래도 아름답게 기억할게
아직은 그 말 하지 말아줘
내게 조금만 시간을 줘
함께 걸어왔던 시간들이
날 헤치지 않게 도와줘
그런 눈빛으로 보지마
널 잡는 손길도 피하지마
우리 약속했던 시간 놓아버리지마
목소리만 들어도 눈물이 날 것 같아
미안해 널 놓을 자신이 없어"
공원여행,"학교 앞 정류장을 지나
작은 횡단보돌 건너면
오른쪽 골목이 보이지
그 길로 쭉 들어가 봐
살짝 젖어 있는 길 위로
조금 가벼워진 발걸음
휴일 아침 맑은 공기가
많은 것을 새롭게 할거야
하낫 둘 셋 넷 씩씩하게
더 밝게 더 경쾌하게
둘 둘 셋 넷 튼튼하게
아주 조금 더 기운차게
널 따라 오는 시원한 바람
길가에 가득한 아카시아
아무도 돌보지 않지만
건강하게 흔들리고 있어
어느새 너의 앞엔
작은 비밀의 공원
낡은 벤치에 앉아 눈을 감고
마음 속으로 다섯을 센 뒤
고개를 들어 눈을 뜰 때
넌 최고의 오후를 만나게 될거야
하낫 둘 셋 넷 씩씩하게
더 밝게 더 경쾌하게
둘 둘 셋 넷 튼튼하게
아주 조금 더 기운차게
하낫 둘 셋 넷 씩씩하게
아무 걱정 없는 것처럼
둘 둘 셋 넷 튼튼하게
아주 조금 요란스럽게
어때 기분이 좋아졌지
한결 마음이 후련해졌지
여기 숨찬 내가 보이니
너에게로 달려 가고 있어
거봐 너 아직 그런 미소
지을 수 있잖아"
소란했던 시절에,"넌 기억하고 있는지 
모두 잊은 듯 지내는지 
비 내리는 그 날이면
널 떠올리곤 해
늘 함께 걷던 그 길이
이제는 낯설어질 만큼
그렇게 오랜 시간이
흐르긴 했나 보다
지나온 우리 날들이
조금씩 사라져 가도
되돌릴 수가 없는 걸
너무 잘 알고 있기에
단 한 순간의 기억도
다 버릴 수가 없어서
기억 속에서 여전히
헤매이고 있는 나
흩어져버린 추억과 조각나
버린 마음이
뒤늦게 너를 데려와
마치 손에 닿을 만큼
후회로 물든 순간도
다 버릴 수가 없어서
기억 속에서 여전히
헤매이고 있는 나
그 소란했던 시절에 그대라는 이름"
고백,"oh oh oh 너의 손이 스칠 때
oh oh oh 내 어깨에 기댈 때
네 곁에서 걷는 게 싫어 
한 번씩 너의 손이 스치잖아
그때마다 잡고 싶은데 
하지만 난 그러면 안되잖아
네 옆에 앉는 것도 싫어
내 어깨에 기대 잠들 거잖아
그렇게 네가 깰 때까지 
서로 다른 꿈을 꾸는 거잖아 
난 그게 잘 안돼 내 맘 숨긴 채 
네 곁에 있어주는 게
이제 난 안돼 네 맘 편하게 
친구로 있어주는 게
oh oh oh 너의 손이 스칠 때
oh oh oh 내 어깨에 기댈 때
내 앞에서 우는 게 싫어
널 보는 내 맘이 더 아프니까
모든 걸 해주고 싶지만 
그 사람이 내가 될 순 없잖아
아무렇지 않게 이대로 
조금 더 곁에 있고 싶지만
더 이상 내 맘을 숨긴 채 
너의 눈을 바라볼 수가 없어
난 그게 잘 안돼 내 맘 숨긴 채
네 곁에 있어주는 게
이제 난 안돼 네 맘 편하게 
친구로 있어주는 게
oh oh oh 너의 손이 스칠 때
oh oh oh 내 어깨에 기댈 때
나 너에게 갈게 이젠 말할게 
너의 손을 잡고 싶어
나 너에게 갈게 이젠 말할게 
같은 꿈을 꾸고 싶어
난 그게 잘 안돼 내 맘 숨긴 채 
네 곁에 있어주는 게
이제 난 안돼 네 맘 편하게 
친구로 있어주는 게
oh oh oh 너의 손이 스칠 때
oh oh oh 내 어깨에 기댈 때
oh oh oh 너의 손이 스칠 때
oh oh oh 내 어깨에 기댈 때"
베르사이유의 장미,"잠들지 말아요 아직은 안 돼요 
난 여기 있으니 눈을 뜨고 날 봐요 
받기만 했어요 처음부터 항상 
갈 곳을 잃어버린 나로 인해 물든 사랑 
잠들지 말아요 아직은 안 돼요 
난 여기 있으니 눈을 뜨고 날 봐요 
받기만 했어요 처음부터 항상 
갈 곳을 잃어버린 나로 인해 물든 사랑 
이젠 그대에게로
언제나 함께할게요 
이 몸은 당신의 그림자
그대와 함께 했던 이곳도 
이제는 세느강 저편으로
사람들이 원하는 건 사랑 보다 더 큰 변화
다른 세상 그때엔 그대만 사랑할게 난
미안해 말아요 당신이 필요한 
이곳에 남아서 조금만 더 견뎌요
그대와 함께한 행복했던 시간 
그 기억 만으로도 괜찮아요 잠시면 돼 
그댈 기다릴게요
사람들이 원하는 건 사랑 보다 더 큰 변화
다른 세상 그때엔 그대만 사랑할게 난
잠들지 말아요 아직은 안돼요 
난 여기 있으니 눈을 뜨고 날 봐요 
받기만 했어요 처음부터 항상 
갈 곳을 잃어 버린 나로 인해 물든 사랑 
이젠 그대에게로"
"어떤 날도, 어떤 말도","함께 했던 많은 계절이
봄에 눈이 녹듯 사라진다 해도
아직 나는 너를 기억해
세상 무엇보다 빛나던 모습을
어떤 날도 어떤 말도
우리 안녕이라 했었던 그 날도
저기 어딘가에 꿈을 꾸던 시간조차도
오랜 영화처럼 다시
빛이 되어 남을테니
어떤 날도 어떤 말도
우리 안녕이라 했었던 그 날도
문득 고갤 드는
가슴 아픈 기억조차도
언젠가는 아름다운
눈물들로 남을테니까
아직 나는 너를 기억해
세상 무엇보다 빛나던 모습을
어떤 날도 어떤 말도
우리 안녕이라 했었던 그 날도
저기 어딘가에 꿈을 꾸던 시간조차도
오랜 영화처럼 다시
빛이 되어 남을테니
저기 우리 행복했었던 시간이
아직도 손에 잡힐 듯
어딘가 아쉬운 마음도
때로는 서운한 마음도
언젠가 함께 했었던 그 약속도
어떤 날도 어떤 말도
우리 안녕이라 했었던 그 날도
문득 고갤 드는
가슴 아픈 기억조차도
언젠가는 아름다운
눈물들로 남을테니까
함께 했던 많은 계절은
비록 여기에서 끝이 난다해도"
퇴근시간,"나는 매일 똑같은 밥을 
먹는 것도 아니고
나는 매일 똑같은 얘길 
하는 것도 아니고
어쩌면 오늘이 특별한 
날일 수도 있는데
나는 왜 또 이리 외로운지
가끔 만나는 사람들이 
내게 이런 말을 해
얼굴이 많이 좋아졌네 
무슨 좋은 일 있니
좋았던 일도 있었고 
안 좋은 일도 있었죠
근데 왜 안 좋은 일은 안 묻나요
그대가 아는 것만큼 
난 좋은 애가 아니에요
나쁜 생각도 잘하고 
속으로 욕도 가끔 해요
웃는 내 모습이 좋다면 
슬픈 나도 좋아해 줘요
난 그대 우는 모습도 좋거든요
우린 완벽하지 않고
가끔 억지도 부리는 걸
때론 마음이 너무 아파
푹 주저앉고서 울곤 해 
지금이 그렇다면 
내게 모두 말해주세요
그대를 내 어깨에 기대
찬 바람에 얘길 떠나 보내요
그대를 만난 날만큼 
난 밝은 애가 아니에요
나쁜 생각도 잘하고 
속으로 가끔 울곤 해요
웃는 내 모습이 좋다면 
슬픈 나도 좋아해 줘요
난 그대 모든 모습이 좋거든요
우린 완벽하지 않고
가끔 억지도 부리는 걸
때론 마음이 너무 아파
푹 주저앉고서 울곤 해
지금이 그렇다면 
내게 모두 말해주세요
그대를 내 어깨에 기대
찬 바람에 얘길 떠나 보내요
내가 뭘 잘못했는지 
이젠 기억조차 안 나는
이 무거운 새벽공기에
쌀쌀해진 난 슬퍼져
하염없이 말 없는 
전화기에 눈을 떼지 못하고
먼저 다가가기엔 
내 맘이 어려워지는 걸"
너를 품에 안으면,"너를 품에 안으면  
힘겨웠던 너의 과거를 느껴  
이제는 더이상 흔들리지마  
널 지켜야해  
이제 너를 안으면  
너를 사랑하는 나를 느끼네  
흘려왔던 너의 눈물까지도  
떠나버린 그사람을 굳이 애써  
지우려 하지마 
니가 사랑했던 만큼 기억  
속에 남겨두면 돼 
you my lady  
하지만 내마음도  
이렇게 말하긴  
정말 쉽진 않았어  
uh you my baby  
이제는 나에게  
기대온 널보며  
내가 미워지는데  
이제 너를 안으며  
나를 믿고있는 너를 느끼네  
이제는 더이상 흔들려선 안돼  
널지켜야해  
이제 너를 안으면  
너를 사랑하는 나를 느끼네  
흘려왔던 너의 눈물 까지도  
떠나버린 그사랑을  
굳이 애써 지우려 하지마 
you my lady  
하지만 내마음도  
이렇게 말하긴  
정말 쉽진 않았어  
uh you my baby  
이제는 나에게  
기대온 널보며  
내가 미워지는데 
너를 품에 안으면  
나를 믿고있는 너를 느끼네  
이제는 더이상 흔들려선 안돼  
널지켜야해  
이제 너를 안으면  
너를 사랑하는 나를 느끼네  
흘려왔던 너의 눈물 까지도"
농담 반 진담 반,"뚫어지게 쳐다 좀 보지마
어쩔 줄 모르는 나를 알면서 
이러는 너 난 싫어 
어서 빨리 고백하라고
눈빛으로 자꾸 얘기하는 너
이건 또 뭐하자는 거야
이런 걸로 장난치지 말아요
헷갈리게 하지 말아요
농담인지 진담인지 
확실히 해주면 안될까요
못되게 좀 굴지 말아요
이제는 말할게요
다 알면서
내게 이런 일은 한 번이면 
난 됐어요
자꾸만 왜 다시 또 물어 봐
무슨 말이 더 듣고 싶은 거야
이미 다 말했잖아
알면서 더 그러는 거니 지금
정확히 그 각도 그 표정 네 얼굴
난 참을 수가 없단 말야
이런 걸로 장난치지 말아요
헷갈리게 하지 말아요
농담인지 진담인지 
확실히 해주면 안될까요
못되게 좀 굴지 말아요
이제는 말할게요
다 알면서
내게 이런 일은 한 번이면 
난 됐어요
무슨 겁이 그리 많냐고 
놀리지 좀 말아줘
이런 걸로 장난치지 말아요
헷갈리게 하지 말아요
농담인지 진담인지 
확실히 해주면 안될까요
못되게 좀 굴지 말아요
이제는 말할게요
다 알면서
내게 이런 일은 한 번이면 
난 됐어요"
솜사탕,"One two Let’s go
다른 눈독 들지 마요 나만 바라봐 주세요 
손 한번 잡을게요 Please Don't afraid me
아찔한 느낌 한자리 비워주세요 
이리봐도 SEXY 저리봐도 SEXY
살살녹아 또 녹아 
우짜면 좋노 어떡해야 하노 
두 눈 뜨고 봅시다 와
울적한 날엔 나에게 키스해줘요 
달콤해 달콤해 입맞춤 아 가슴떨려 아
행복한 like day 너에게 뽀뽀 해줄게 (뽀뽀)
달콤해 달콤해 솜사탕 바로 너야 
남의 눈치 신경마요 밥 한끼 더 사줘요 
가슴에 안아줘요 옴마 옴마
여기서 그만 아직은 서둘지마요 
이리봐도 깜찍 저리봐도 깜찍
살살녹아 또 녹아 
우짜면 좋노 어떡해야 하노
우리 커플 완벽해요 
울적한 날엔 나에게 키스해줘요 
달콤해 달콤해 입맞춤 아 가슴떨려 아
행복한 like day 너에게 뽀뽀 해 줄게 
달콤해 달콤해 솜사탕 당신과 더 Cool하게 
언젠가 내게 약속 하나만 할 게요 
나 만을 아껴줄 그런 사람이 되어줘요
I can do it do it do it
행복한 like day 너에게 뽀뽀 해줄게 
자기야 자기야 나 어때 
Sing song love together
Happy Day"
